date,country,cases,deaths
2020-02-06,Dominica,0,0
2020-02-07,Dominica,0,0
2020-02-08,Dominica,0,0
2020-02-09,Dominica,0,0
2020-02-10,Dominica,0,0
2020-02-11,Dominica,0,0
2020-02-12,Dominica,0,0
2020-02-13,Dominica,0,0
2020-02-14,Dominica,0,0
2020-02-15,Dominica,0,0
2020-02-16,Dominica,0,0
2020-02-17,Dominica,0,0
2020-02-18,Dominica,0,0
2020-02-19,Dominica,0,0
2020-02-20,Dominica,0,0
2020-02-21,Dominica,0,0
2020-02-22,Dominica,0,0
2020-02-23,Dominica,0,0
2020-02-24,Dominica,0,0
2020-02-25,Dominica,0,0
2020-02-26,Dominica,0,0
2020-02-27,Dominica,0,0
2020-02-28,Dominica,0,0
2020-02-29,Dominica,0,0
2020-03-01,Dominica,0,0
2020-03-02,Dominica,0,0
2020-03-03,Dominica,0,0
2020-03-04,Dominica,0,0
2020-03-05,Dominica,0,0
2020-03-06,Dominica,0,0
2020-03-07,Dominica,0,0
2020-03-08,Dominica,0,0
2020-03-09,Dominica,0,0
2020-03-10,Dominica,0,0
2020-03-11,Dominica,0,0
2020-03-12,Dominica,0,0
2020-03-13,Dominica,0,0
2020-03-14,Dominica,0,0
2020-03-15,Dominica,0,0
2020-03-16,Dominica,0,0
2020-03-17,Dominica,0,0
2020-03-18,Dominica,0,0
2020-03-19,Dominica,0,0
2020-03-20,Dominica,0,0
2020-03-21,Dominica,0,0
2020-03-22,Dominica,1,0
2020-03-23,Dominica,2,0
2020-03-24,Dominica,2,0
2020-03-25,Dominica,7,0
2020-03-26,Dominica,11,0
2020-03-27,Dominica,11,0
2020-03-28,Dominica,11,0
2020-03-29,Dominica,11,0
2020-03-30,Dominica,11,0
2020-03-31,Dominica,12,0
2020-04-01,Dominica,12,0
2020-04-02,Dominica,12,0
2020-04-03,Dominica,12,0
2020-04-04,Dominica,14,0
2020-04-05,Dominica,14,0
2020-04-06,Dominica,15,0
2020-04-07,Dominica,15,0
2020-04-08,Dominica,15,0
2020-04-09,Dominica,15,0
2020-04-10,Dominica,16,0
2020-04-11,Dominica,16,0
2020-04-12,Dominica,16,0
2020-04-13,Dominica,16,0
2020-04-14,Dominica,16,0
2020-04-15,Dominica,16,0
2020-04-16,Dominica,16,0
2020-04-17,Dominica,16,0
2020-04-18,Dominica,16,0
2020-04-19,Dominica,16,0
2020-04-20,Dominica,16,0
2020-04-21,Dominica,16,0
2020-04-22,Dominica,16,0
2020-04-23,Dominica,16,0
2020-04-24,Dominica,16,0
2020-04-25,Dominica,16,0
2020-04-26,Dominica,16,0
2020-04-27,Dominica,16,0
2020-04-28,Dominica,16,0
2020-04-29,Dominica,16,0
2020-04-30,Dominica,16,0
2020-05-01,Dominica,16,0
2020-05-02,Dominica,16,0
2020-05-03,Dominica,16,0
2020-05-04,Dominica,16,0
2020-05-05,Dominica,16,0
2020-05-06,Dominica,16,0
2020-05-07,Dominica,16,0
2020-05-08,Dominica,16,0
2020-05-09,Dominica,16,0
2020-05-10,Dominica,16,0
2020-05-11,Dominica,16,0
2020-05-12,Dominica,16,0
2020-05-13,Dominica,16,0
2020-05-14,Dominica,16,0
2020-01-22,Dominican Republic,0,0
2020-01-23,Dominican Republic,0,0
2020-01-24,Dominican Republic,0,0
2020-01-25,Dominican Republic,0,0
2020-01-26,Dominican Republic,0,0
2020-01-27,Dominican Republic,0,0
2020-01-28,Dominican Republic,0,0
2020-01-29,Dominican Republic,0,0
2020-01-30,Dominican Republic,0,0
2020-01-31,Dominican Republic,0,0
2020-02-01,Dominican Republic,0,0
2020-02-02,Dominican Republic,0,0
2020-02-03,Dominican Republic,0,0
2020-02-04,Dominican Republic,0,0
2020-02-05,Dominican Republic,0,0
2020-02-06,Dominican Republic,0,0
2020-02-07,Dominican Republic,0,0
2020-02-08,Dominican Republic,0,0
2020-02-09,Dominican Republic,0,0
2020-02-10,Dominican Republic,0,0
2020-02-11,Dominican Republic,0,0
2020-02-12,Dominican Republic,0,0
2020-02-13,Dominican Republic,0,0
2020-02-14,Dominican Republic,0,0
2020-02-15,Dominican Republic,0,0
2020-02-16,Dominican Republic,0,0
2020-02-17,Dominican Republic,0,0
2020-02-18,Dominican Republic,0,0
2020-02-19,Dominican Republic,0,0
2020-02-20,Dominican Republic,0,0
2020-02-21,Dominican Republic,0,0
2020-02-22,Dominican Republic,0,0
2020-02-23,Dominican Republic,0,0
2020-02-24,Dominican Republic,0,0
2020-02-25,Dominican Republic,0,0
2020-02-26,Dominican Republic,0,0
2020-02-27,Dominican Republic,0,0
2020-02-28,Dominican Republic,0,0
2020-02-29,Dominican Republic,0,0
2020-03-01,Dominican Republic,1,0
2020-03-02,Dominican Republic,1,0
2020-03-03,Dominican Republic,1,0
2020-03-04,Dominican Republic,1,0
2020-03-05,Dominican Republic,1,0
2020-03-06,Dominican Republic,2,0
2020-03-07,Dominican Republic,2,0
2020-03-08,Dominican Republic,5,0
2020-03-09,Dominican Republic,5,0
2020-03-10,Dominican Republic,5,0
2020-03-11,Dominican Republic,5,0
2020-03-12,Dominican Republic,5,0
2020-03-13,Dominican Republic,5,0
2020-03-14,Dominican Republic,11,0
2020-03-15,Dominican Republic,11,0
2020-03-16,Dominican Republic,11,0
2020-03-17,Dominican Republic,21,1
2020-03-18,Dominican Republic,21,1
2020-03-19,Dominican Republic,34,2
2020-03-20,Dominican Republic,72,2
2020-03-21,Dominican Republic,112,2
2020-03-22,Dominican Republic,202,3
2020-03-23,Dominican Republic,245,3
2020-03-24,Dominican Republic,312,6
2020-03-25,Dominican Republic,392,10
2020-03-26,Dominican Republic,488,10
2020-03-27,Dominican Republic,581,20
2020-03-28,Dominican Republic,719,28
2020-03-29,Dominican Republic,859,39
2020-03-30,Dominican Republic,901,42
2020-03-31,Dominican Republic,1109,51
2020-04-01,Dominican Republic,1284,57
2020-04-02,Dominican Republic,1380,60
2020-04-03,Dominican Republic,1488,68
2020-04-04,Dominican Republic,1488,68
2020-04-05,Dominican Republic,1745,82
2020-04-06,Dominican Republic,1828,86
2020-04-07,Dominican Republic,1956,98
2020-04-08,Dominican Republic,2111,108
2020-04-09,Dominican Republic,2349,118
2020-04-10,Dominican Republic,2620,126
2020-04-11,Dominican Republic,2759,135
2020-04-12,Dominican Republic,2967,173
2020-04-13,Dominican Republic,3167,177
2020-04-14,Dominican Republic,3286,183
2020-04-15,Dominican Republic,3614,189
2020-04-16,Dominican Republic,3755,196
2020-04-17,Dominican Republic,4126,200
2020-04-18,Dominican Republic,4335,217
2020-04-19,Dominican Republic,4680,226
2020-04-20,Dominican Republic,4964,235
2020-04-21,Dominican Republic,5044,245
2020-04-22,Dominican Republic,5300,260
2020-04-23,Dominican Republic,5543,265
2020-04-24,Dominican Republic,5749,267
2020-04-25,Dominican Republic,5926,273
2020-04-26,Dominican Republic,6135,278
2020-04-27,Dominican Republic,6293,282
2020-04-28,Dominican Republic,6416,286
2020-04-29,Dominican Republic,6652,293
2020-04-30,Dominican Republic,6972,301
2020-05-01,Dominican Republic,7288,313
2020-05-02,Dominican Republic,7578,326
2020-05-03,Dominican Republic,7954,333
2020-05-04,Dominican Republic,8235,346
2020-05-05,Dominican Republic,8480,354
2020-05-06,Dominican Republic,8807,362
2020-05-07,Dominican Republic,9095,373
2020-05-08,Dominican Republic,9376,380
2020-05-09,Dominican Republic,9882,385
2020-05-10,Dominican Republic,10347,388
2020-05-11,Dominican Republic,10634,393
2020-05-12,Dominican Republic,10900,402
2020-05-13,Dominican Republic,11196,409
2020-05-14,Dominican Republic,11320,422
2020-01-22,Ecuador,0,0
2020-01-23,Ecuador,0,0
2020-01-24,Ecuador,0,0
2020-01-25,Ecuador,0,0
2020-01-26,Ecuador,0,0
2020-01-27,Ecuador,0,0
2020-01-28,Ecuador,0,0
2020-01-29,Ecuador,0,0
2020-01-30,Ecuador,0,0
2020-01-31,Ecuador,0,0
2020-02-01,Ecuador,0,0
2020-02-02,Ecuador,0,0
2020-02-03,Ecuador,0,0
2020-02-04,Ecuador,0,0
2020-02-05,Ecuador,0,0
2020-02-06,Ecuador,0,0
2020-02-07,Ecuador,0,0
2020-02-08,Ecuador,0,0
2020-02-09,Ecuador,0,0
2020-02-10,Ecuador,0,0
2020-02-11,Ecuador,0,0
2020-02-12,Ecuador,0,0
2020-02-13,Ecuador,0,0
2020-02-14,Ecuador,0,0
2020-02-15,Ecuador,0,0
2020-02-16,Ecuador,0,0
2020-02-17,Ecuador,0,0
2020-02-18,Ecuador,0,0
2020-02-19,Ecuador,0,0
2020-02-20,Ecuador,0,0
2020-02-21,Ecuador,0,0
2020-02-22,Ecuador,0,0
2020-02-23,Ecuador,0,0
2020-02-24,Ecuador,0,0
2020-02-25,Ecuador,0,0
2020-02-26,Ecuador,0,0
2020-02-27,Ecuador,0,0
2020-02-28,Ecuador,0,0
2020-02-29,Ecuador,0,0
2020-03-01,Ecuador,6,0
2020-03-02,Ecuador,6,0
2020-03-03,Ecuador,7,0
2020-03-04,Ecuador,10,0
2020-03-05,Ecuador,13,0
2020-03-06,Ecuador,13,0
2020-03-07,Ecuador,13,0
2020-03-08,Ecuador,14,0
2020-03-09,Ecuador,15,0
2020-03-10,Ecuador,15,0
2020-03-11,Ecuador,17,0
2020-03-12,Ecuador,17,0
2020-03-13,Ecuador,17,0
2020-03-14,Ecuador,28,2
2020-03-15,Ecuador,28,2
2020-03-16,Ecuador,37,2
2020-03-17,Ecuador,58,2
2020-03-18,Ecuador,111,2
2020-03-19,Ecuador,199,3
2020-03-20,Ecuador,367,5
2020-03-21,Ecuador,506,7
2020-03-22,Ecuador,789,14
2020-03-23,Ecuador,981,18
2020-03-24,Ecuador,1082,27
2020-03-25,Ecuador,1173,28
2020-03-26,Ecuador,1403,34
2020-03-27,Ecuador,1595,36
2020-03-28,Ecuador,1823,48
2020-03-29,Ecuador,1924,58
2020-03-30,Ecuador,1962,60
2020-03-31,Ecuador,2240,75
2020-04-01,Ecuador,2748,93
2020-04-02,Ecuador,3163,120
2020-04-03,Ecuador,3368,145
2020-04-04,Ecuador,3465,172
2020-04-05,Ecuador,3646,180
2020-04-06,Ecuador,3747,191
2020-04-07,Ecuador,3747,191
2020-04-08,Ecuador,4450,242
2020-04-09,Ecuador,4965,272
2020-04-10,Ecuador,7161,297
2020-04-11,Ecuador,7257,315
2020-04-12,Ecuador,7466,333
2020-04-13,Ecuador,7529,355
2020-04-14,Ecuador,7603,369
2020-04-15,Ecuador,7858,388
2020-04-16,Ecuador,8225,403
2020-04-17,Ecuador,8450,421
2020-04-18,Ecuador,9022,456
2020-04-19,Ecuador,9468,474
2020-04-20,Ecuador,10128,507
2020-04-21,Ecuador,10398,520
2020-04-22,Ecuador,10850,537
2020-04-23,Ecuador,11183,560
2020-04-24,Ecuador,22719,576
2020-04-25,Ecuador,22719,576
2020-04-26,Ecuador,22719,576
2020-04-27,Ecuador,23240,663
2020-04-28,Ecuador,24258,871
2020-04-29,Ecuador,24675,883
2020-04-30,Ecuador,24934,900
2020-05-01,Ecuador,26336,1063
2020-05-02,Ecuador,27464,1371
2020-05-03,Ecuador,29538,1564
2020-05-04,Ecuador,31881,1569
2020-05-05,Ecuador,31881,1569
2020-05-06,Ecuador,31881,1618
2020-05-07,Ecuador,30298,1654
2020-05-08,Ecuador,28818,1704
2020-05-09,Ecuador,29071,1717
2020-05-10,Ecuador,29559,2127
2020-05-11,Ecuador,29509,2145
2020-05-12,Ecuador,30419,2327
2020-05-13,Ecuador,30486,2334
2020-05-14,Ecuador,30502,2338
2020-01-22,Egypt,0,0
2020-01-23,Egypt,0,0
2020-01-24,Egypt,0,0
2020-01-25,Egypt,0,0
2020-01-26,Egypt,0,0
2020-01-27,Egypt,0,0
2020-01-28,Egypt,0,0
2020-01-29,Egypt,0,0
2020-01-30,Egypt,0,0
2020-01-31,Egypt,0,0
2020-02-01,Egypt,0,0
2020-02-02,Egypt,0,0
2020-02-03,Egypt,0,0
2020-02-04,Egypt,0,0
2020-02-05,Egypt,0,0
2020-02-06,Egypt,0,0
2020-02-07,Egypt,0,0
2020-02-08,Egypt,0,0
2020-02-09,Egypt,0,0
2020-02-10,Egypt,0,0
2020-02-11,Egypt,0,0
2020-02-12,Egypt,0,0
2020-02-13,Egypt,0,0
2020-02-14,Egypt,1,0
2020-02-15,Egypt,1,0
2020-02-16,Egypt,1,0
2020-02-17,Egypt,1,0
2020-02-18,Egypt,1,0
2020-02-19,Egypt,1,0
2020-02-20,Egypt,1,0
2020-02-21,Egypt,1,0
2020-02-22,Egypt,1,0
2020-02-23,Egypt,1,0
2020-02-24,Egypt,1,0
2020-02-25,Egypt,1,0
2020-02-26,Egypt,1,0
2020-02-27,Egypt,1,0
2020-02-28,Egypt,1,0
2020-02-29,Egypt,1,0
2020-03-01,Egypt,2,0
2020-03-02,Egypt,2,0
2020-03-03,Egypt,2,0
2020-03-04,Egypt,2,0
2020-03-05,Egypt,3,0
2020-03-06,Egypt,15,0
2020-03-07,Egypt,15,0
2020-03-08,Egypt,49,1
2020-03-09,Egypt,55,1
2020-03-10,Egypt,59,1
2020-03-11,Egypt,60,1
2020-03-12,Egypt,67,1
2020-03-13,Egypt,80,2
2020-03-14,Egypt,109,2
2020-03-15,Egypt,110,2
2020-03-16,Egypt,150,2
2020-03-17,Egypt,196,4
2020-03-18,Egypt,196,6
2020-03-19,Egypt,256,6
2020-03-20,Egypt,285,8
2020-03-21,Egypt,294,10
2020-03-22,Egypt,327,14
2020-03-23,Egypt,366,19
2020-03-24,Egypt,402,20
2020-03-25,Egypt,456,21
2020-03-26,Egypt,495,24
2020-03-27,Egypt,536,30
2020-03-28,Egypt,576,36
2020-03-29,Egypt,609,40
2020-03-30,Egypt,656,41
2020-03-31,Egypt,710,46
2020-04-01,Egypt,779,52
2020-04-02,Egypt,865,58
2020-04-03,Egypt,985,66
2020-04-04,Egypt,1070,71
2020-04-05,Egypt,1173,78
2020-04-06,Egypt,1322,85
2020-04-07,Egypt,1450,94
2020-04-08,Egypt,1560,103
2020-04-09,Egypt,1699,118
2020-04-10,Egypt,1794,135
2020-04-11,Egypt,1939,146
2020-04-12,Egypt,2065,159
2020-04-13,Egypt,2190,164
2020-04-14,Egypt,2350,178
2020-04-15,Egypt,2505,183
2020-04-16,Egypt,2673,196
2020-04-17,Egypt,2844,205
2020-04-18,Egypt,3032,224
2020-04-19,Egypt,3144,239
2020-04-20,Egypt,3333,250
2020-04-21,Egypt,3490,264
2020-04-22,Egypt,3659,276
2020-04-23,Egypt,3891,287
2020-04-24,Egypt,4092,294
2020-04-25,Egypt,4319,307
2020-04-26,Egypt,4534,317
2020-04-27,Egypt,4782,337
2020-04-28,Egypt,5042,359
2020-04-29,Egypt,5268,380
2020-04-30,Egypt,5537,392
2020-05-01,Egypt,5895,406
2020-05-02,Egypt,6193,415
2020-05-03,Egypt,6465,429
2020-05-04,Egypt,6813,436
2020-05-05,Egypt,7201,452
2020-05-06,Egypt,7588,469
2020-05-07,Egypt,7981,482
2020-05-08,Egypt,8476,503
2020-05-09,Egypt,8964,514
2020-05-10,Egypt,9400,525
2020-05-11,Egypt,9746,533
2020-05-12,Egypt,10093,544
2020-05-13,Egypt,10431,556
2020-05-14,Egypt,10829,571
2020-01-22,El Salvador,0,0
2020-01-23,El Salvador,0,0
2020-01-24,El Salvador,0,0
2020-01-25,El Salvador,0,0
2020-01-26,El Salvador,0,0
2020-01-27,El Salvador,0,0
2020-01-28,El Salvador,0,0
2020-01-29,El Salvador,0,0
2020-01-30,El Salvador,0,0
2020-01-31,El Salvador,0,0
2020-02-01,El Salvador,0,0
2020-02-02,El Salvador,0,0
2020-02-03,El Salvador,0,0
2020-02-04,El Salvador,0,0
2020-02-05,El Salvador,0,0
2020-02-06,El Salvador,0,0
2020-02-07,El Salvador,0,0
2020-02-08,El Salvador,0,0
2020-02-09,El Salvador,0,0
2020-02-10,El Salvador,0,0
2020-02-11,El Salvador,0,0
2020-02-12,El Salvador,0,0
2020-02-13,El Salvador,0,0
2020-02-14,El Salvador,0,0
2020-02-15,El Salvador,0,0
2020-02-16,El Salvador,0,0
2020-02-17,El Salvador,0,0
2020-02-18,El Salvador,0,0
2020-02-19,El Salvador,0,0
2020-02-20,El Salvador,0,0
2020-02-21,El Salvador,0,0
2020-02-22,El Salvador,0,0
2020-02-23,El Salvador,0,0
2020-02-24,El Salvador,0,0
2020-02-25,El Salvador,0,0
2020-02-26,El Salvador,0,0
2020-02-27,El Salvador,0,0
2020-02-28,El Salvador,0,0
2020-02-29,El Salvador,0,0
2020-03-01,El Salvador,0,0
2020-03-02,El Salvador,0,0
2020-03-03,El Salvador,0,0
2020-03-04,El Salvador,0,0
2020-03-05,El Salvador,0,0
2020-03-06,El Salvador,0,0
2020-03-07,El Salvador,0,0
2020-03-08,El Salvador,0,0
2020-03-09,El Salvador,0,0
2020-03-10,El Salvador,0,0
2020-03-11,El Salvador,0,0
2020-03-12,El Salvador,0,0
2020-03-13,El Salvador,0,0
2020-03-14,El Salvador,0,0
2020-03-15,El Salvador,0,0
2020-03-16,El Salvador,0,0
2020-03-17,El Salvador,0,0
2020-03-18,El Salvador,0,0
2020-03-19,El Salvador,1,0
2020-03-20,El Salvador,1,0
2020-03-21,El Salvador,3,0
2020-03-22,El Salvador,3,0
2020-03-23,El Salvador,3,0
2020-03-24,El Salvador,5,0
2020-03-25,El Salvador,9,0
2020-03-26,El Salvador,13,0
2020-03-27,El Salvador,13,0
2020-03-28,El Salvador,19,0
2020-03-29,El Salvador,24,0
2020-03-30,El Salvador,30,0
2020-03-31,El Salvador,32,1
2020-04-01,El Salvador,32,1
2020-04-02,El Salvador,41,2
2020-04-03,El Salvador,46,2
2020-04-04,El Salvador,56,3
2020-04-05,El Salvador,62,3
2020-04-06,El Salvador,69,4
2020-04-07,El Salvador,78,4
2020-04-08,El Salvador,93,5
2020-04-09,El Salvador,103,6
2020-04-10,El Salvador,117,6
2020-04-11,El Salvador,118,6
2020-04-12,El Salvador,125,6
2020-04-13,El Salvador,137,6
2020-04-14,El Salvador,149,6
2020-04-15,El Salvador,159,6
2020-04-16,El Salvador,164,6
2020-04-17,El Salvador,177,7
2020-04-18,El Salvador,190,7
2020-04-19,El Salvador,201,7
2020-04-20,El Salvador,218,7
2020-04-21,El Salvador,225,7
2020-04-22,El Salvador,237,7
2020-04-23,El Salvador,250,8
2020-04-24,El Salvador,274,8
2020-04-25,El Salvador,274,8
2020-04-26,El Salvador,298,8
2020-04-27,El Salvador,323,8
2020-04-28,El Salvador,345,8
2020-04-29,El Salvador,377,9
2020-04-30,El Salvador,395,10
2020-05-01,El Salvador,424,10
2020-05-02,El Salvador,446,11
2020-05-03,El Salvador,490,11
2020-05-04,El Salvador,555,13
2020-05-05,El Salvador,587,14
2020-05-06,El Salvador,633,15
2020-05-07,El Salvador,695,15
2020-05-08,El Salvador,742,16
2020-05-09,El Salvador,784,17
2020-05-10,El Salvador,889,17
2020-05-11,El Salvador,958,18
2020-05-12,El Salvador,998,20
2020-05-13,El Salvador,1037,20
2020-05-14,El Salvador,1112,23
2020-01-22,Equatorial Guinea,0,0
2020-01-23,Equatorial Guinea,0,0
2020-01-24,Equatorial Guinea,0,0
2020-01-25,Equatorial Guinea,0,0
2020-01-26,Equatorial Guinea,0,0
2020-01-27,Equatorial Guinea,0,0
2020-01-28,Equatorial Guinea,0,0
2020-01-29,Equatorial Guinea,0,0
2020-01-30,Equatorial Guinea,0,0
2020-01-31,Equatorial Guinea,0,0
2020-02-01,Equatorial Guinea,0,0
2020-02-02,Equatorial Guinea,0,0
2020-02-03,Equatorial Guinea,0,0
2020-02-04,Equatorial Guinea,0,0
2020-02-05,Equatorial Guinea,0,0
2020-02-06,Equatorial Guinea,0,0
2020-02-07,Equatorial Guinea,0,0
2020-02-08,Equatorial Guinea,0,0
2020-02-09,Equatorial Guinea,0,0
2020-02-10,Equatorial Guinea,0,0
2020-02-11,Equatorial Guinea,0,0
2020-02-12,Equatorial Guinea,0,0
2020-02-13,Equatorial Guinea,0,0
2020-02-14,Equatorial Guinea,0,0
2020-02-15,Equatorial Guinea,0,0
2020-02-16,Equatorial Guinea,0,0
2020-02-17,Equatorial Guinea,0,0
2020-02-18,Equatorial Guinea,0,0
2020-02-19,Equatorial Guinea,0,0
2020-02-20,Equatorial Guinea,0,0
2020-02-21,Equatorial Guinea,0,0
2020-02-22,Equatorial Guinea,0,0
2020-02-23,Equatorial Guinea,0,0
2020-02-24,Equatorial Guinea,0,0
2020-02-25,Equatorial Guinea,0,0
2020-02-26,Equatorial Guinea,0,0
2020-02-27,Equatorial Guinea,0,0
2020-02-28,Equatorial Guinea,0,0
2020-02-29,Equatorial Guinea,0,0
2020-03-01,Equatorial Guinea,0,0
2020-03-02,Equatorial Guinea,0,0
2020-03-03,Equatorial Guinea,0,0
2020-03-04,Equatorial Guinea,0,0
2020-03-05,Equatorial Guinea,0,0
2020-03-06,Equatorial Guinea,0,0
2020-03-07,Equatorial Guinea,0,0
2020-03-08,Equatorial Guinea,0,0
2020-03-09,Equatorial Guinea,0,0
2020-03-10,Equatorial Guinea,0,0
2020-03-11,Equatorial Guinea,0,0
2020-03-12,Equatorial Guinea,0,0
2020-03-13,Equatorial Guinea,0,0
2020-03-14,Equatorial Guinea,0,0
2020-03-15,Equatorial Guinea,1,0
2020-03-16,Equatorial Guinea,1,0
2020-03-17,Equatorial Guinea,1,0
2020-03-18,Equatorial Guinea,4,0
2020-03-19,Equatorial Guinea,6,0
2020-03-20,Equatorial Guinea,6,0
2020-03-21,Equatorial Guinea,6,0
2020-03-22,Equatorial Guinea,6,0
2020-03-23,Equatorial Guinea,9,0
2020-03-24,Equatorial Guinea,9,0
2020-03-25,Equatorial Guinea,9,0
2020-03-26,Equatorial Guinea,12,0
2020-03-27,Equatorial Guinea,12,0
2020-03-28,Equatorial Guinea,12,0
2020-03-29,Equatorial Guinea,12,0
2020-03-30,Equatorial Guinea,12,0
2020-03-31,Equatorial Guinea,12,0
2020-04-01,Equatorial Guinea,15,0
2020-04-02,Equatorial Guinea,15,0
2020-04-03,Equatorial Guinea,16,0
2020-04-04,Equatorial Guinea,16,0
2020-04-05,Equatorial Guinea,16,0
2020-04-06,Equatorial Guinea,16,0
2020-04-07,Equatorial Guinea,16,0
2020-04-08,Equatorial Guinea,18,0
2020-04-09,Equatorial Guinea,18,0
2020-04-10,Equatorial Guinea,18,0
2020-04-11,Equatorial Guinea,18,0
2020-04-12,Equatorial Guinea,21,0
2020-04-13,Equatorial Guinea,21,0
2020-04-14,Equatorial Guinea,41,0
2020-04-15,Equatorial Guinea,51,0
2020-04-16,Equatorial Guinea,51,0
2020-04-17,Equatorial Guinea,79,0
2020-04-18,Equatorial Guinea,79,0
2020-04-19,Equatorial Guinea,79,0
2020-04-20,Equatorial Guinea,79,0
2020-04-21,Equatorial Guinea,83,0
2020-04-22,Equatorial Guinea,84,1
2020-04-23,Equatorial Guinea,84,1
2020-04-24,Equatorial Guinea,214,1
2020-04-25,Equatorial Guinea,258,1
2020-04-26,Equatorial Guinea,258,1
2020-04-27,Equatorial Guinea,258,1
2020-04-28,Equatorial Guinea,315,1
2020-04-29,Equatorial Guinea,315,1
2020-04-30,Equatorial Guinea,315,1
2020-05-01,Equatorial Guinea,315,1
2020-05-02,Equatorial Guinea,315,1
2020-05-03,Equatorial Guinea,315,1
2020-05-04,Equatorial Guinea,315,3
2020-05-05,Equatorial Guinea,315,3
2020-05-06,Equatorial Guinea,439,4
2020-05-07,Equatorial Guinea,439,4
2020-05-08,Equatorial Guinea,439,4
2020-05-09,Equatorial Guinea,439,4
2020-05-10,Equatorial Guinea,439,4
2020-05-11,Equatorial Guinea,439,4
2020-05-12,Equatorial Guinea,439,4
2020-05-13,Equatorial Guinea,522,6
2020-05-14,Equatorial Guinea,583,7
2020-01-22,Eritrea,0,0
2020-01-23,Eritrea,0,0
2020-01-24,Eritrea,0,0
2020-01-25,Eritrea,0,0
2020-01-26,Eritrea,0,0
2020-01-27,Eritrea,0,0
2020-01-28,Eritrea,0,0
2020-01-29,Eritrea,0,0
2020-01-30,Eritrea,0,0
2020-01-31,Eritrea,0,0
2020-02-01,Eritrea,0,0
2020-02-02,Eritrea,0,0
2020-02-03,Eritrea,0,0
2020-02-04,Eritrea,0,0
2020-02-05,Eritrea,0,0
2020-02-06,Eritrea,0,0
2020-02-07,Eritrea,0,0
2020-02-08,Eritrea,0,0
2020-02-09,Eritrea,0,0
2020-02-10,Eritrea,0,0
2020-02-11,Eritrea,0,0
2020-02-12,Eritrea,0,0
2020-02-13,Eritrea,0,0
2020-02-14,Eritrea,0,0
2020-02-15,Eritrea,0,0
2020-02-16,Eritrea,0,0
2020-02-17,Eritrea,0,0
2020-02-18,Eritrea,0,0
2020-02-19,Eritrea,0,0
2020-02-20,Eritrea,0,0
2020-02-21,Eritrea,0,0
2020-02-22,Eritrea,0,0
2020-02-23,Eritrea,0,0
2020-02-24,Eritrea,0,0
2020-02-25,Eritrea,0,0
2020-02-26,Eritrea,0,0
2020-02-27,Eritrea,0,0
2020-02-28,Eritrea,0,0
2020-02-29,Eritrea,0,0
2020-03-01,Eritrea,0,0
2020-03-02,Eritrea,0,0
2020-03-03,Eritrea,0,0
2020-03-04,Eritrea,0,0
2020-03-05,Eritrea,0,0
2020-03-06,Eritrea,0,0
2020-03-07,Eritrea,0,0
2020-03-08,Eritrea,0,0
2020-03-09,Eritrea,0,0
2020-03-10,Eritrea,0,0
2020-03-11,Eritrea,0,0
2020-03-12,Eritrea,0,0
2020-03-13,Eritrea,0,0
2020-03-14,Eritrea,0,0
2020-03-15,Eritrea,0,0
2020-03-16,Eritrea,0,0
2020-03-17,Eritrea,0,0
2020-03-18,Eritrea,0,0
2020-03-19,Eritrea,0,0
2020-03-20,Eritrea,0,0
2020-03-21,Eritrea,1,0
2020-03-22,Eritrea,1,0
2020-03-23,Eritrea,1,0
2020-03-24,Eritrea,1,0
2020-03-25,Eritrea,4,0
2020-03-26,Eritrea,6,0
2020-03-27,Eritrea,6,0
2020-03-28,Eritrea,6,0
2020-03-29,Eritrea,12,0
2020-03-30,Eritrea,12,0
2020-03-31,Eritrea,15,0
2020-04-01,Eritrea,15,0
2020-04-02,Eritrea,22,0
2020-04-03,Eritrea,22,0
2020-04-04,Eritrea,29,0
2020-04-05,Eritrea,29,0
2020-04-06,Eritrea,31,0
2020-04-07,Eritrea,31,0
2020-04-08,Eritrea,33,0
2020-04-09,Eritrea,33,0
2020-04-10,Eritrea,34,0
2020-04-11,Eritrea,34,0
2020-04-12,Eritrea,34,0
2020-04-13,Eritrea,34,0
2020-04-14,Eritrea,34,0
2020-04-15,Eritrea,35,0
2020-04-16,Eritrea,35,0
2020-04-17,Eritrea,35,0
2020-04-18,Eritrea,39,0
2020-04-19,Eritrea,39,0
2020-04-20,Eritrea,39,0
2020-04-21,Eritrea,39,0
2020-04-22,Eritrea,39,0
2020-04-23,Eritrea,39,0
2020-04-24,Eritrea,39,0
2020-04-25,Eritrea,39,0
2020-04-26,Eritrea,39,0
2020-04-27,Eritrea,39,0
2020-04-28,Eritrea,39,0
2020-04-29,Eritrea,39,0
2020-04-30,Eritrea,39,0
2020-05-01,Eritrea,39,0
2020-05-02,Eritrea,39,0
2020-05-03,Eritrea,39,0
2020-05-04,Eritrea,39,0
2020-05-05,Eritrea,39,0
2020-05-06,Eritrea,39,0
2020-05-07,Eritrea,39,0
2020-05-08,Eritrea,39,0
2020-05-09,Eritrea,39,0
2020-05-10,Eritrea,39,0
2020-05-11,Eritrea,39,0
2020-05-12,Eritrea,39,0
2020-05-13,Eritrea,39,0
2020-05-14,Eritrea,39,0
2020-01-22,Estonia,0,0
2020-01-23,Estonia,0,0
2020-01-24,Estonia,0,0
